file_name,Usage,label
4588.png,Private,Bird of prey
4589.png,Private,Flycatcher
4590.png,Private,Tanager
4591.png,Public,Nocturnal bird
4592.png,Private,Other non-passerine bird
4593.png,Public,Bird of prey
4594.png,Private,Water-associated bird
4595.png,Public,Tanager
4596.png,Private,Flycatcher
4597.png,Public,Antbird
4598.png,Private,Other non-passerine bird
4599.png,Public,Bird of prey
4600.png,Private,Bird of prey
4601.png,Public,Nocturnal bird
4602.png,Public,Nocturnal bird
4603.png,Private,Nocturnal bird
4604.png,Private,Antbird
4605.png,Public,Flycatcher
4606.png,Private,Other non-passerine bird
4607.png,Private,Flycatcher
4608.png,Public,Tanager
4609.png,Private,Tanager
4610.png,Private,Other non-passerine bird
4611.png,Public,Other non-passerine bird
4612.png,Private,Nocturnal bird
4613.png,Public,Other non-passerine bird
4614.png,Public,Nocturnal bird
4615.png,Public,Flycatcher
4616.png,Public,Flycatcher
4617.png,Private,Tanager
4618.png,Private,Flycatcher
4619.png,Public,Other non-passerine bird
4620.png,Private,Nocturnal bird
4621.png,Private,Bird of prey
4622.png,Private,Parrot
4623.png,Private,Flycatcher
4624.png,Private,Tanager
4625.png,Private,Bird of prey
4626.png,Private,Other non-passerine bird
4627.png,Public,Nocturnal bird
4628.png,Private,Nocturnal bird
4629.png,Public,Other non-passerine bird
4630.png,Private,Nocturnal bird
4631.png,Private,Bird of prey
4632.png,Private,Flycatcher
4633.png,Public,Nocturnal bird
4634.png,Private,Water-associated bird
4635.png,Public,Other non-passerine bird
4636.png,Public,Nocturnal bird
4637.png,Private,Flycatcher
4638.png,Private,Nocturnal bird
4639.png,Private,Flycatcher
4640.png,Public,Flycatcher
4641.png,Private,Water-associated bird
4642.png,Private,Nocturnal bird
4643.png,Private,Flycatcher
4644.png,Private,Water-associated bird
4645.png,Private,Nocturnal bird
4646.png,Public,Nocturnal bird
4647.png,Public,Other non-passerine bird
4648.png,Private,Antbird
4649.png,Public,Water-associated bird
4650.png,Public,Nocturnal bird
4651.png,Public,Flycatcher
4652.png,Private,Tanager
4653.png,Public,Nocturnal bird
4654.png,Private,Nocturnal bird
4655.png,Public,Antbird
4656.png,Private,Antbird
4657.png,Public,Other non-passerine bird
4658.png,Public,Nocturnal bird
4659.png,Public,Nocturnal bird
4660.png,Public,Antbird
4661.png,Public,Antbird
4662.png,Private,Parrot
4663.png,Public,Nocturnal bird
4664.png,Public,Other non-passerine bird
4665.png,Private,Tanager
4666.png,Private,Bird of prey
4667.png,Public,Flycatcher
4668.png,Public,Nocturnal bird
4669.png,Private,Water-associated bird
4670.png,Private,Flycatcher
4671.png,Public,Nocturnal bird
4672.png,Private,Nocturnal bird
4673.png,Public,Nocturnal bird
4674.png,Private,Nocturnal bird
4675.png,Private,Flycatcher
4676.png,Private,Nocturnal bird
4677.png,Public,Other non-passerine bird
4678.png,Private,Other non-passerine bird
4679.png,Public,Flycatcher
4680.png,Private,Bird of prey
4681.png,Public,Flycatcher
4682.png,Public,Water-associated bird
4683.png,Public,Other non-passerine bird
4684.png,Public,Nocturnal bird
4685.png,Public,Flycatcher
4686.png,Private,Bird of prey
4687.png,Private,Flycatcher
4688.png,Private,Flycatcher
4689.png,Public,Bird of prey
4690.png,Public,Flycatcher
4691.png,Public,Other non-passerine bird
4692.png,Private,Tanager
4693.png,Public,Other non-passerine bird
4694.png,Public,Bird of prey
4695.png,Public,Water-associated bird
4696.png,Public,Bird of prey
4697.png,Public,Flycatcher
4698.png,Public,Water-associated bird
4699.png,Private,Bird of prey
4700.png,Private,Nocturnal bird
4701.png,Private,Water-associated bird
4702.png,Private,Nocturnal bird
4703.png,Public,Nocturnal bird
4704.png,Public,Ground bird
4705.png,Private,Water-associated bird
4706.png,Private,Water-associated bird
4707.png,Public,Nocturnal bird
4708.png,Public,Flycatcher
4709.png,Public,Water-associated bird
4710.png,Public,Water-associated bird
4711.png,Public,Other non-passerine bird
4712.png,Public,Flycatcher
4713.png,Public,Flycatcher
4714.png,Public,Other non-passerine bird
4715.png,Public,Flycatcher
4716.png,Private,Tanager
4717.png,Public,Other non-passerine bird
4718.png,Public,Other non-passerine bird
4719.png,Private,Flycatcher
4720.png,Public,Bird of prey
4721.png,Private,Other non-passerine bird
4722.png,Private,Other non-passerine bird
4723.png,Private,Other non-passerine bird
4724.png,Private,Flycatcher
4725.png,Private,Bird of prey
4726.png,Public,Flycatcher
4727.png,Private,Flycatcher
4728.png,Private,Parrot
4729.png,Public,Other non-passerine bird
4730.png,Public,Flycatcher
4731.png,Public,Tanager
4732.png,Private,Ground bird
4733.png,Public,Other non-passerine bird
4734.png,Private,Bird of prey
4735.png,Public,Parrot
4736.png,Public,Nocturnal bird
4737.png,Private,Water-associated bird
4738.png,Public,Nocturnal bird
4739.png,Private,Bird of prey
4740.png,Public,Antbird
4741.png,Private,Other non-passerine bird
4742.png,Public,Water-associated bird
4743.png,Private,Nocturnal bird
4744.png,Public,Other non-passerine bird
4745.png,Public,Other non-passerine bird
4746.png,Public,Water-associated bird
4747.png,Private,Flycatcher
4748.png,Public,Bird of prey
4749.png,Private,Other non-passerine bird
4750.png,Private,Flycatcher
4751.png,Public,Parrot
4752.png,Public,Flycatcher
4753.png,Public,Other non-passerine bird
4754.png,Public,Other non-passerine bird
4755.png,Private,Water-associated bird
4756.png,Private,Other non-passerine bird
4757.png,Private,Water-associated bird
4758.png,Public,Flycatcher
4759.png,Public,Other non-passerine bird
4760.png,Public,Antbird
4761.png,Public,Bird of prey
4762.png,Private,Bird of prey
4763.png,Private,Nocturnal bird
4764.png,Public,Water-associated bird
4765.png,Public,Nocturnal bird
4766.png,Private,Flycatcher
4767.png,Public,Flycatcher
4768.png,Public,Water-associated bird
4769.png,Private,Other non-passerine bird
4770.png,Public,Ground bird
4771.png,Private,Nocturnal bird
4772.png,Public,Bird of prey
4773.png,Public,Flycatcher
4774.png,Private,Flycatcher
4775.png,Public,Flycatcher
4776.png,Private,Other non-passerine bird
4777.png,Private,Antbird
4778.png,Public,Tanager
4779.png,Public,Water-associated bird
4780.png,Private,Flycatcher
4781.png,Private,Other non-passerine bird
4782.png,Public,Parrot
4783.png,Private,Nocturnal bird
4784.png,Private,Other non-passerine bird
4785.png,Private,Flycatcher
4786.png,Public,Nocturnal bird
4787.png,Public,Nocturnal bird
4788.png,Public,Other non-passerine bird
4789.png,Public,Water-associated bird
4790.png,Public,Flycatcher
4791.png,Private,Bird of prey
4792.png,Public,Flycatcher
4793.png,Public,Parrot
4794.png,Public,Flycatcher
4795.png,Private,Flycatcher
4796.png,Public,Flycatcher
4797.png,Public,Bird of prey
4798.png,Private,Bird of prey
4799.png,Public,Flycatcher
4800.png,Private,Other non-passerine bird
4801.png,Public,Water-associated bird
4802.png,Private,Nocturnal bird
4803.png,Public,Water-associated bird
4804.png,Public,Bird of prey
4805.png,Private,Water-associated bird
4806.png,Private,Other non-passerine bird
4807.png,Private,Water-associated bird
4808.png,Public,Flycatcher
4809.png,Private,Flycatcher
4810.png,Public,Flycatcher
4811.png,Private,Parrot
4812.png,Private,Nocturnal bird
4813.png,Public,Nocturnal bird
4814.png,Public,Bird of prey
4815.png,Public,Antbird
4816.png,Private,Water-associated bird
4817.png,Public,Bird of prey
4818.png,Private,Flycatcher
4819.png,Private,Tanager
4820.png,Public,Bird of prey
4821.png,Public,Antbird
4822.png,Private,Parrot
4823.png,Private,Flycatcher
4824.png,Private,Bird of prey
4825.png,Private,Tanager
4826.png,Private,Tanager
4827.png,Private,Water-associated bird
4828.png,Public,Other non-passerine bird
4829.png,Private,Parrot
4830.png,Private,Nocturnal bird
4831.png,Public,Other non-passerine bird
4832.png,Private,Flycatcher
4833.png,Private,Nocturnal bird
4834.png,Public,Other non-passerine bird
4835.png,Private,Water-associated bird
4836.png,Public,Flycatcher
4837.png,Private,Other non-passerine bird
4838.png,Private,Ground bird
4839.png,Private,Flycatcher
4840.png,Public,Nocturnal bird
4841.png,Private,Nocturnal bird
4842.png,Public,Other non-passerine bird
4843.png,Private,Nocturnal bird
4844.png,Private,Water-associated bird
4845.png,Private,Water-associated bird
4846.png,Private,Water-associated bird
4847.png,Private,Water-associated bird
4848.png,Public,Water-associated bird
4849.png,Public,Water-associated bird
4850.png,Public,Nocturnal bird
4851.png,Private,Bird of prey
4852.png,Private,Flycatcher
4853.png,Public,Bird of prey
4854.png,Public,Water-associated bird
4855.png,Private,Flycatcher
4856.png,Public,Parrot
4857.png,Private,Flycatcher
4858.png,Public,Water-associated bird
4859.png,Public,Other non-passerine bird
4860.png,Private,Parrot
4861.png,Private,Other non-passerine bird
4862.png,Public,Other non-passerine bird
4863.png,Private,Other non-passerine bird
4864.png,Private,Other non-passerine bird
4865.png,Public,Flycatcher
4866.png,Public,Flycatcher
4867.png,Public,Flycatcher
4868.png,Private,Other non-passerine bird
4869.png,Private,Water-associated bird
4870.png,Public,Flycatcher
4871.png,Private,Flycatcher
4872.png,Public,Nocturnal bird
4873.png,Public,Ground bird
4874.png,Public,Other non-passerine bird
4875.png,Public,Other non-passerine bird
4876.png,Private,Flycatcher
4877.png,Private,Water-associated bird
4878.png,Private,Tanager
4879.png,Public,Water-associated bird
4880.png,Private,Flycatcher
4881.png,Private,Flycatcher
4882.png,Private,Nocturnal bird
4883.png,Private,Water-associated bird
4884.png,Public,Parrot
4885.png,Private,Tanager
4886.png,Private,Parrot
4887.png,Public,Nocturnal bird
4888.png,Private,Flycatcher
4889.png,Private,Water-associated bird
4890.png,Private,Nocturnal bird
4891.png,Private,Water-associated bird
4892.png,Private,Flycatcher
4893.png,Private,Bird of prey
4894.png,Private,Flycatcher
4895.png,Public,Bird of prey
4896.png,Private,Bird of prey
4897.png,Private,Water-associated bird
4898.png,Public,Antbird
4899.png,Public,Nocturnal bird
4900.png,Public,Bird of prey
4901.png,Private,Nocturnal bird
4902.png,Private,Ground bird
4903.png,Private,Other non-passerine bird
4904.png,Public,Flycatcher
4905.png,Public,Tanager
4906.png,Private,Bird of prey
4907.png,Public,Other non-passerine bird
4908.png,Public,Tanager
4909.png,Public,Other non-passerine bird
4910.png,Private,Nocturnal bird
4911.png,Public,Nocturnal bird
4912.png,Private,Flycatcher
4913.png,Private,Tanager
4914.png,Public,Other non-passerine bird
4915.png,Public,Tanager
4916.png,Public,Flycatcher
4917.png,Private,Bird of prey
4918.png,Private,Ground bird
4919.png,Public,Other non-passerine bird
4920.png,Public,Flycatcher
4921.png,Private,Bird of prey
4922.png,Public,Water-associated bird
4923.png,Public,Water-associated bird
4924.png,Private,Other non-passerine bird
4925.png,Private,Water-associated bird
4926.png,Private,Bird of prey
4927.png,Private,Nocturnal bird
4928.png,Private,Flycatcher
4929.png,Public,Nocturnal bird
4930.png,Public,Antbird
4931.png,Private,Other non-passerine bird
4932.png,Private,Flycatcher
4933.png,Private,Flycatcher
4934.png,Public,Water-associated bird
4935.png,Private,Nocturnal bird
4936.png,Private,Nocturnal bird
4937.png,Private,Flycatcher
4938.png,Public,Other non-passerine bird
4939.png,Private,Water-associated bird
4940.png,Private,Water-associated bird
4941.png,Private,Ground bird
4942.png,Public,Flycatcher
4943.png,Private,Nocturnal bird
4944.png,Private,Flycatcher
4945.png,Private,Tanager
4946.png,Public,Tanager
4947.png,Private,Nocturnal bird
4948.png,Private,Nocturnal bird
4949.png,Public,Water-associated bird
4950.png,Private,Bird of prey
4951.png,Private,Water-associated bird
4952.png,Public,Water-associated bird
4953.png,Public,Nocturnal bird
4954.png,Public,Flycatcher
4955.png,Public,Bird of prey
4956.png,Private,Nocturnal bird
4957.png,Private,Other non-passerine bird
4958.png,Public,Other non-passerine bird
4959.png,Public,Tanager
4960.png,Private,Bird of prey
4961.png,Public,Water-associated bird
4962.png,Private,Flycatcher
4963.png,Private,Flycatcher
4964.png,Public,Other non-passerine bird
4965.png,Public,Water-associated bird
4966.png,Public,Flycatcher
4967.png,Public,Parrot
4968.png,Public,Water-associated bird
4969.png,Private,Water-associated bird
4970.png,Private,Other non-passerine bird
4971.png,Public,Other non-passerine bird
4972.png,Private,Nocturnal bird
4973.png,Private,Parrot
4974.png,Private,Bird of prey
4975.png,Public,Flycatcher
4976.png,Public,Flycatcher
4977.png,Private,Nocturnal bird
4978.png,Private,Bird of prey
4979.png,Private,Bird of prey
4980.png,Private,Tanager
4981.png,Public,Water-associated bird
4982.png,Public,Antbird
4983.png,Public,Water-associated bird
4984.png,Public,Tanager
4985.png,Public,Flycatcher
4986.png,Public,Water-associated bird
4987.png,Public,Tanager
4988.png,Private,Bird of prey
4989.png,Private,Nocturnal bird
4990.png,Private,Water-associated bird
4991.png,Private,Parrot
4992.png,Public,Flycatcher
4993.png,Private,Nocturnal bird
4994.png,Private,Bird of prey
4995.png,Private,Bird of prey
4996.png,Private,Other non-passerine bird
4997.png,Private,Nocturnal bird
4998.png,Public,Water-associated bird
4999.png,Private,Parrot
5000.png,Public,Parrot
5001.png,Private,Parrot
5002.png,Private,Bird of prey
5003.png,Public,Nocturnal bird
5004.png,Private,Water-associated bird
5005.png,Public,Nocturnal bird
5006.png,Public,Flycatcher
5007.png,Public,Nocturnal bird
5008.png,Public,Flycatcher
5009.png,Public,Water-associated bird
5010.png,Public,Water-associated bird
5011.png,Public,Ground bird
5012.png,Public,Water-associated bird
5013.png,Public,Water-associated bird
5014.png,Private,Nocturnal bird
5015.png,Private,Water-associated bird
5016.png,Public,Nocturnal bird
5017.png,Public,Nocturnal bird
5018.png,Private,Water-associated bird
5019.png,Public,Water-associated bird
5020.png,Public,Flycatcher
5021.png,Public,Parrot
5022.png,Private,Other non-passerine bird
5023.png,Private,Flycatcher
5024.png,Private,Flycatcher
5025.png,Public,Tanager
5026.png,Public,Other non-passerine bird
5027.png,Private,Tanager
5028.png,Private,Parrot
5029.png,Private,Flycatcher
5030.png,Private,Tanager
5031.png,Private,Water-associated bird
5032.png,Private,Bird of prey
5033.png,Private,Water-associated bird
5034.png,Private,Other non-passerine bird
5035.png,Public,Other non-passerine bird
5036.png,Public,Nocturnal bird
5037.png,Private,Water-associated bird
5038.png,Private,Other non-passerine bird
5039.png,Public,Bird of prey
5040.png,Private,Nocturnal bird
5041.png,Public,Other non-passerine bird
5042.png,Public,Nocturnal bird
5043.png,Public,Antbird
5044.png,Public,Water-associated bird
5045.png,Public,Bird of prey
5046.png,Public,Water-associated bird
5047.png,Private,Parrot
5048.png,Private,Nocturnal bird
5049.png,Public,Water-associated bird
5050.png,Private,Tanager
5051.png,Private,Ground bird
5052.png,Private,Tanager
5053.png,Public,Water-associated bird
5054.png,Private,Nocturnal bird
5055.png,Public,Other non-passerine bird
5056.png,Private,Water-associated bird
5057.png,Public,Water-associated bird
5058.png,Private,Antbird
5059.png,Public,Flycatcher
5060.png,Public,Nocturnal bird
5061.png,Public,Nocturnal bird
5062.png,Private,Water-associated bird
5063.png,Private,Nocturnal bird
5064.png,Public,Antbird
5065.png,Public,Parrot
5066.png,Public,Flycatcher
5067.png,Private,Water-associated bird
5068.png,Public,Nocturnal bird
5069.png,Private,Nocturnal bird
5070.png,Public,Bird of prey
5071.png,Public,Nocturnal bird
5072.png,Private,Nocturnal bird
5073.png,Public,Flycatcher
5074.png,Public,Flycatcher
5075.png,Public,Nocturnal bird
5076.png,Private,Tanager
5077.png,Private,Water-associated bird
5078.png,Public,Water-associated bird
5079.png,Public,Flycatcher
5080.png,Private,Water-associated bird
5081.png,Public,Water-associated bird
5082.png,Public,Water-associated bird
5083.png,Private,Water-associated bird
5084.png,Public,Water-associated bird
5085.png,Public,Flycatcher
5086.png,Private,Water-associated bird
5087.png,Public,Parrot
5088.png,Public,Flycatcher
5089.png,Public,Antbird
5090.png,Public,Nocturnal bird
5091.png,Public,Nocturnal bird
5092.png,Private,Tanager
5093.png,Public,Flycatcher
5094.png,Public,Flycatcher
5095.png,Private,Water-associated bird
5096.png,Public,Other non-passerine bird
5097.png,Public,Antbird
5098.png,Public,Other non-passerine bird
5099.png,Private,Antbird
5100.png,Public,Tanager
5101.png,Public,Water-associated bird
5102.png,Public,Water-associated bird
5103.png,Private,Tanager
5104.png,Public,Bird of prey
5105.png,Public,Flycatcher
5106.png,Public,Flycatcher
5107.png,Public,Other non-passerine bird
5108.png,Public,Tanager
5109.png,Public,Bird of prey
5110.png,Private,Flycatcher
5111.png,Public,Bird of prey
5112.png,Public,Other non-passerine bird
5113.png,Private,Water-associated bird
5114.png,Public,Water-associated bird
5115.png,Private,Nocturnal bird
5116.png,Private,Flycatcher
5117.png,Private,Water-associated bird
5118.png,Private,Nocturnal bird
5119.png,Private,Water-associated bird
5120.png,Public,Other non-passerine bird
5121.png,Private,Other non-passerine bird
5122.png,Private,Flycatcher
5123.png,Public,Flycatcher
5124.png,Public,Flycatcher
5125.png,Private,Antbird
5126.png,Private,Water-associated bird
5127.png,Public,Other non-passerine bird
5128.png,Private,Water-associated bird
5129.png,Public,Nocturnal bird
5130.png,Public,Ground bird
5131.png,Public,Ground bird
5132.png,Public,Ground bird
5133.png,Private,Ground bird
5134.png,Public,Ground bird
5135.png,Private,Ground bird
5136.png,Private,Other non-passerine bird
5137.png,Private,Ground bird
5138.png,Private,Water-associated bird
5139.png,Private,Nocturnal bird
5140.png,Private,Nocturnal bird
5141.png,Public,Parrot
5142.png,Public,Bird of prey
5143.png,Private,Bird of prey
5144.png,Public,Bird of prey
5145.png,Public,Parrot
5146.png,Private,Nocturnal bird
5147.png,Public,Bird of prey
5148.png,Public,Flycatcher
5149.png,Public,Nocturnal bird
5150.png,Private,Bird of prey
5151.png,Public,Ground bird
5152.png,Private,Bird of prey
5153.png,Private,Nocturnal bird
5154.png,Private,Flycatcher
5155.png,Public,Water-associated bird
5156.png,Private,Water-associated bird
5157.png,Public,Other non-passerine bird
5158.png,Private,Tanager
5159.png,Public,Antbird
5160.png,Public,Antbird
5161.png,Private,Antbird
5162.png,Private,Other non-passerine bird
5163.png,Private,Other non-passerine bird
5164.png,Private,Tanager
5165.png,Public,Flycatcher
5166.png,Private,Tanager
5167.png,Public,Bird of prey
5168.png,Private,Tanager
5169.png,Public,Parrot
5170.png,Public,Water-associated bird
5171.png,Public,Nocturnal bird
5172.png,Public,Tanager
5173.png,Public,Flycatcher
5174.png,Private,Flycatcher
5175.png,Private,Tanager
5176.png,Private,Tanager
5177.png,Public,Flycatcher
5178.png,Public,Flycatcher
5179.png,Public,Other non-passerine bird
5180.png,Private,Other non-passerine bird
5181.png,Public,Parrot
5182.png,Private,Flycatcher
5183.png,Public,Tanager
5184.png,Public,Nocturnal bird
5185.png,Private,Tanager
5186.png,Private,Water-associated bird
5187.png,Public,Antbird
5188.png,Private,Water-associated bird
5189.png,Public,Flycatcher
5190.png,Private,Water-associated bird
5191.png,Private,Antbird
5192.png,Private,Nocturnal bird
5193.png,Private,Flycatcher
5194.png,Private,Water-associated bird
5195.png,Private,Bird of prey
5196.png,Private,Bird of prey
5197.png,Public,Water-associated bird
5198.png,Public,Bird of prey
5199.png,Public,Bird of prey
5200.png,Public,Water-associated bird
5201.png,Private,Water-associated bird
5202.png,Public,Nocturnal bird
5203.png,Public,Bird of prey
5204.png,Public,Other non-passerine bird
5205.png,Public,Flycatcher
5206.png,Private,Water-associated bird
5207.png,Public,Bird of prey
5208.png,Private,Water-associated bird
5209.png,Public,Water-associated bird
5210.png,Private,Other non-passerine bird
5211.png,Public,Water-associated bird
5212.png,Private,Parrot
5213.png,Private,Water-associated bird
5214.png,Private,Bird of prey
5215.png,Private,Flycatcher
5216.png,Private,Bird of prey
5217.png,Public,Water-associated bird
5218.png,Private,Bird of prey
5219.png,Private,Flycatcher
5220.png,Public,Tanager
5221.png,Private,Tanager
5222.png,Private,Flycatcher
5223.png,Private,Bird of prey
5224.png,Public,Flycatcher
5225.png,Public,Flycatcher
5226.png,Public,Nocturnal bird
5227.png,Private,Flycatcher
5228.png,Private,Bird of prey
5229.png,Public,Water-associated bird
5230.png,Private,Ground bird
5231.png,Private,Parrot
5232.png,Private,Parrot
5233.png,Private,Other non-passerine bird
5234.png,Public,Other non-passerine bird
5235.png,Public,Nocturnal bird
5236.png,Public,Bird of prey
5237.png,Public,Bird of prey
5238.png,Public,Other non-passerine bird
5239.png,Private,Water-associated bird
5240.png,Private,Other non-passerine bird
5241.png,Private,Water-associated bird
5242.png,Private,Nocturnal bird
5243.png,Private,Bird of prey
5244.png,Public,Other non-passerine bird
5245.png,Private,Water-associated bird
5246.png,Private,Nocturnal bird
5247.png,Public,Antbird
5248.png,Private,Parrot
5249.png,Private,Parrot
5250.png,Private,Bird of prey
5251.png,Public,Water-associated bird
5252.png,Private,Nocturnal bird
5253.png,Private,Flycatcher
5254.png,Public,Nocturnal bird
5255.png,Public,Bird of prey
5256.png,Private,Water-associated bird
5257.png,Private,Flycatcher
5258.png,Private,Other non-passerine bird
5259.png,Private,Other non-passerine bird
5260.png,Private,Flycatcher
5261.png,Public,Antbird
5262.png,Public,Flycatcher
5263.png,Private,Nocturnal bird
5264.png,Private,Water-associated bird
5265.png,Public,Water-associated bird
5266.png,Public,Flycatcher
5267.png,Private,Water-associated bird
5268.png,Public,Other non-passerine bird
5269.png,Private,Other non-passerine bird
5270.png,Public,Nocturnal bird
5271.png,Public,Nocturnal bird
5272.png,Private,Water-associated bird
5273.png,Public,Flycatcher
5274.png,Private,Bird of prey
5275.png,Private,Ground bird
5276.png,Private,Other non-passerine bird
5277.png,Public,Other non-passerine bird
5278.png,Public,Nocturnal bird
5279.png,Private,Nocturnal bird
5280.png,Public,Nocturnal bird
5281.png,Public,Flycatcher
5282.png,Public,Flycatcher
5283.png,Public,Antbird
5284.png,Public,Tanager
5285.png,Private,Tanager
5286.png,Public,Nocturnal bird
5287.png,Private,Other non-passerine bird
5288.png,Public,Other non-passerine bird
5289.png,Private,Water-associated bird
5290.png,Private,Tanager
5291.png,Private,Other non-passerine bird
5292.png,Private,Nocturnal bird
5293.png,Private,Nocturnal bird
5294.png,Private,Water-associated bird
5295.png,Private,Flycatcher
5296.png,Private,Other non-passerine bird
5297.png,Private,Tanager
5298.png,Private,Nocturnal bird
5299.png,Public,Tanager
5300.png,Public,Other non-passerine bird
5301.png,Private,Tanager
5302.png,Private,Water-associated bird
5303.png,Public,Nocturnal bird
5304.png,Private,Flycatcher
5305.png,Private,Water-associated bird
5306.png,Private,Bird of prey
5307.png,Public,Water-associated bird
5308.png,Private,Flycatcher
5309.png,Public,Water-associated bird
5310.png,Private,Nocturnal bird
5311.png,Private,Nocturnal bird
5312.png,Public,Nocturnal bird
5313.png,Public,Other non-passerine bird
5314.png,Private,Nocturnal bird
5315.png,Private,Water-associated bird
5316.png,Private,Antbird
5317.png,Public,Water-associated bird
5318.png,Public,Flycatcher
5319.png,Private,Flycatcher
5320.png,Public,Ground bird
5321.png,Private,Flycatcher
5322.png,Private,Other non-passerine bird
5323.png,Private,Parrot
5324.png,Private,Parrot
5325.png,Public,Water-associated bird
5326.png,Private,Other non-passerine bird
5327.png,Public,Nocturnal bird
5328.png,Private,Flycatcher
5329.png,Public,Flycatcher
5330.png,Private,Water-associated bird
5331.png,Private,Nocturnal bird
5332.png,Public,Bird of prey
5333.png,Private,Flycatcher
5334.png,Public,Bird of prey
5335.png,Public,Bird of prey
5336.png,Private,Tanager
5337.png,Public,Nocturnal bird
5338.png,Public,Water-associated bird
5339.png,Public,Tanager
5340.png,Private,Nocturnal bird
5341.png,Private,Water-associated bird
5342.png,Public,Flycatcher
5343.png,Private,Water-associated bird
5344.png,Public,Antbird
5345.png,Public,Ground bird
5346.png,Public,Water-associated bird
5347.png,Public,Nocturnal bird
5348.png,Private,Parrot
5349.png,Public,Tanager
5350.png,Private,Parrot
5351.png,Public,Water-associated bird
5352.png,Private,Bird of prey
5353.png,Private,Water-associated bird
5354.png,Public,Tanager
5355.png,Private,Tanager
5356.png,Public,Flycatcher
5357.png,Public,Water-associated bird
5358.png,Public,Water-associated bird
5359.png,Private,Water-associated bird
5360.png,Private,Nocturnal bird
5361.png,Private,Nocturnal bird
5362.png,Public,Flycatcher
5363.png,Public,Other non-passerine bird
5364.png,Private,Flycatcher
5365.png,Public,Flycatcher
5366.png,Public,Parrot
5367.png,Public,Nocturnal bird
5368.png,Public,Nocturnal bird
5369.png,Public,Other non-passerine bird
5370.png,Private,Tanager
5371.png,Private,Flycatcher
5372.png,Private,Water-associated bird
5373.png,Public,Nocturnal bird
5374.png,Public,Nocturnal bird
5375.png,Public,Water-associated bird
5376.png,Private,Water-associated bird
5377.png,Public,Tanager
5378.png,Private,Nocturnal bird
5379.png,Private,Nocturnal bird
5380.png,Public,Parrot
5381.png,Public,Other non-passerine bird
5382.png,Private,Nocturnal bird
5383.png,Public,Other non-passerine bird
5384.png,Private,Parrot
5385.png,Public,Nocturnal bird
5386.png,Private,Nocturnal bird
5387.png,Private,Nocturnal bird
5388.png,Public,Water-associated bird
5389.png,Public,Water-associated bird
5390.png,Public,Nocturnal bird
5391.png,Private,Water-associated bird
5392.png,Public,Antbird
5393.png,Public,Antbird
5394.png,Private,Bird of prey
5395.png,Private,Bird of prey
5396.png,Public,Flycatcher
5397.png,Private,Flycatcher
5398.png,Private,Water-associated bird
5399.png,Public,Antbird
5400.png,Public,Flycatcher
5401.png,Public,Water-associated bird
5402.png,Public,Nocturnal bird
5403.png,Public,Flycatcher
5404.png,Public,Nocturnal bird
5405.png,Public,Flycatcher
5406.png,Private,Water-associated bird
5407.png,Public,Water-associated bird
5408.png,Public,Water-associated bird
5409.png,Private,Parrot
5410.png,Private,Nocturnal bird
5411.png,Private,Nocturnal bird
5412.png,Private,Parrot
5413.png,Private,Water-associated bird
5414.png,Public,Ground bird
5415.png,Public,Flycatcher
5416.png,Public,Water-associated bird
5417.png,Private,Bird of prey
5418.png,Private,Nocturnal bird
5419.png,Public,Flycatcher
5420.png,Private,Nocturnal bird
5421.png,Public,Other non-passerine bird
5422.png,Public,Other non-passerine bird
5423.png,Private,Water-associated bird
5424.png,Private,Bird of prey
5425.png,Private,Nocturnal bird
5426.png,Public,Bird of prey
5427.png,Private,Flycatcher
5428.png,Private,Water-associated bird
5429.png,Public,Water-associated bird
5430.png,Public,Parrot
5431.png,Private,Parrot
5432.png,Public,Water-associated bird
5433.png,Private,Nocturnal bird
5434.png,Private,Nocturnal bird
5435.png,Public,Tanager
5436.png,Private,Flycatcher
5437.png,Private,Water-associated bird
5438.png,Public,Water-associated bird
5439.png,Private,Flycatcher
5440.png,Public,Flycatcher
5441.png,Public,Water-associated bird
5442.png,Private,Flycatcher
5443.png,Private,Bird of prey
5444.png,Private,Tanager
5445.png,Public,Other non-passerine bird
5446.png,Private,Other non-passerine bird
5447.png,Public,Other non-passerine bird
5448.png,Private,Tanager
5449.png,Private,Tanager
5450.png,Private,Parrot
5451.png,Private,Flycatcher
5452.png,Public,Bird of prey
5453.png,Private,Parrot
5454.png,Public,Water-associated bird
